2024-12-14,Spell: Aanya`s Animation,0,0
2025-08-30,Spell: Abscond,13,200
2025-09-05,Spell: Acumen,232,179
2025-09-05,Spell: Aegis,137,211
2025-09-05,Spell: Aegis of Ro,100,96
2025-09-05,Spell: Aegolism,191,196
2025-09-05,Spell: Allure,208,704
2025-09-04,Spell: Animate Dead,40,34
2024-10-30,Spell: Annul Magic,0,0
2025-08-04,Spell: Antidote,1,0
2025-09-05,Spell: Arch Lich,71,100
2025-07-18,Spell: Arch Shielding,0,0
2025-05-21,Spell: Armor of Protection,0,0
2025-09-02,Spell: Asphyxiate,35,0
2025-01-23,Spell: Assiduous Vision,0,0
2025-09-05,Spell: Atol`s Spectral Shackles,188,57
2025-09-05,Spell: Augment,195,226
2025-09-05,Spell: Augmentation of Death,47,993
2025-09-05,Spell: Avatar,142,481
2025-09-05,Spell: Bandoleer of Luclin,636,41
2025-09-05,Spell: Bane of Nife,159,24250
2023-06-06,Spell: Banish Summoned,0,0
2025-09-06,Spell: Banish Undead,5,0
2025-09-05,Spell: Banishment,12,50
2025-08-04,Spell: Banishment of Shadows,1,0
2025-08-31,Spell: Banshee Aura,4,10
2025-09-05,Spell: Bedlam,306,11660
2024-02-29,Spell: Beguile,0,0
2024-08-31,Spell: Beguile Undead,0,0
2024-08-09,Spell: Berserker Spirit,0,0
2025-09-05,Spell: Berserker Strength,321,18
2025-07-12,Spell: Bind Affinity,0,0
2024-12-05,Spell: Bind Sight,0,0
2025-09-05,Spell: Blanket of Forgetfulness,340,490
2025-09-05,Spell: Blast of Poison,240,30
2025-09-05,Spell: Blizzard,315,49
2023-07-10,Spell: Bobbing Corpse,0,0
2025-08-16,Spell: Boil Blood,6,0
2025-02-06,Spell: Boltran`s Agacerie,0,0
2025-09-05,Spell: Bond of Death,328,497
2025-09-05,Spell: Bonds of Tunare,40,378
2025-09-04,Spell: Boon of Immolation,212,50
2025-09-05,Spell: Boon of the Clear Mind,256,151
2025-09-05,Spell: Boon of the Garou,93,196
2025-09-05,Spell: Breath of Karana,208,217
2025-08-23,Spell: Breath of Ro,2,50
2025-08-03,Spell: Breath of the Dead,0,0
2025-08-10,Spell: Breeze,19,50
2025-09-05,Spell: Bristlebane`s Bundle,202,49
2025-08-18,Spell: Bulwark of Faith,2,0
2025-09-06,Spell: Burnout IV,12,1500
2025-09-04,Spell: Cackling Bones,21,47
2024-04-14,Spell: Cajole Undead,0,0
2025-09-05,Spell: Call of Bones,388,275
2025-09-05,Spell: Call of Earth,55,200
2025-09-06,Spell: Call of Fire,18,200
2025-07-08,Spell: Call of Flame,0,0
2025-08-29,Spell: Call of Karana,111,966
2025-09-04,Spell: Call of Sky,15,50
2025-09-05,Spell: Call of the Hero,391,741
2025-09-05,Spell: Call of the Predator,86,46
2025-07-14,Spell: Cannibalize,0,0
2025-09-05,Spell: Cannibalize III,259,89
2025-09-05,Spell: Cannibalize IV,89,400
2025-07-12,Spell: Cascade of Hail,0,0
2025-08-27,Spell: Cast Force,30,20
2024-05-20,Spell: Celerity,0,0
2024-08-31,Spell: Celestial Elixir,0,0
2025-09-05,Spell: Celestial Healing,296,177
2025-09-01,Spell: Cessation of Cor,10,0
2025-09-05,Spell: Chill Bones,320,478
2025-09-05,Spell: Chilling Embrace,419,45
2024-12-22,Spell: Chloroplast,0,0
2025-08-13,Spell: Circle of Cobalt Scar,5,0
2025-09-05,Spell: Circle of Force,83,155
2025-09-03,Spell: Circle of Great Divide,48,0
2024-12-22,Spell: Circle of Iceclad,0,0
2025-09-05,Spell: Circle of Summer,89,183
2025-09-05,Spell: Circle of Wakening Lands,114,30
2025-09-05,Spell: Circle of Winter,220,213
2025-07-24,Spell: Clarity,0,0
2025-09-05,Spell: Clarity II,124,998
2025-09-04,Spell: Cobalt Scar Portal,35,40
2025-07-11,Spell: Collaboration,0,0
2024-04-25,Spell: Color Flux,0,0
2025-09-05,Spell: Color Shift,224,19
2025-09-05,Spell: Color Skew,771,73
2025-09-05,Spell: Color Slant,69,100
2025-09-05,Spell: Column of Lightning,27,79
2023-07-27,Spell: Companion Spirit,0,0
2025-08-27,Spell: Conjuration: Air,126,250
2025-09-05,Spell: Conjuration: Earth,124,400
2025-01-24,Spell: Conjuration: Fire,0,0
2025-09-01,Spell: Conjuration: Water,139,400
2025-09-05,Spell: Conjure Corpse,634,201
2025-09-05,Spell: Convergence,191,97
2023-06-17,Spell: Convoke Shadow,0,0
2025-09-05,Spell: Cornucopia,45,67
2025-09-05,Spell: Corporeal Empathy,77,50
2024-08-31,Spell: Counteract Disease,0,0
2025-09-06,Spell: Counteract Poison,3,0
2025-09-02,Spell: Cripple,51,97
2024-06-14,Spell: Crystallize Mana,0,0
2025-08-15,Spell: Cure Blindness,1,0
2024-08-09,Spell: Dazzle,0,0
2025-09-05,Spell: Dead Man Floating,502,58
2025-09-04,Spell: Dead Men Floating,23,1000
2025-09-05,Spell: Death Pact,191,49
2025-09-05,Spell: Death Peace,171,50
2024-02-19,Spell: Deflux,0,0
2025-09-05,Spell: Defoliation,185,50
2025-09-03,Spell: Dementia,87,112
2025-09-05,Spell: Demi Lich,407,5534
2025-09-05,Spell: Devouring Darkness,221,0
2023-06-24,Spell: Diamondskin,0,0
2025-09-05,Spell: Dictate,249,23750
2024-03-11,Spell: Discordant Mind,0,0
2025-09-03,Spell: Disempower,19,10
2025-09-05,Spell: Disintegrate,21,0
2025-09-05,Spell: Divine Intervention,174,0
2024-08-16,Spell: Divine Light,0,0
2025-08-27,Spell: Divine Might,118,5797
2025-09-03,Spell: Divine Purpose,53,0
2025-09-05,Spell: Divine Strength,88,70
2023-07-17,Spell: Dooming Darkness,0,0
2024-04-14,Spell: Drain Soul,0,0
2025-02-20,Spell: Drain Spirit,0,0
2025-09-05,Spell: Draught of Jiva,199,90
2025-07-19,Spell: Dread of Night,0,0
2024-07-22,Spell: Dyn`s Dizzying Draught,0,0
2025-09-05,Spell: Dyzil`s Deafening Decoy,165,233
2025-08-31,Spell: Egress,44,500
2025-09-05,Spell: Elemental Maelstrom,150,42
2025-09-05,Spell: Emissary of Thule,176,10300
2024-07-23,Spell: Enchant Electrum,0,0
2024-07-23,Spell: Enchant Gold,0,0
2024-10-04,Spell: Enchant Velium,0,0
2025-08-12,Spell: Endure Magic,8,0
2025-09-04,Spell: Energy Storm,21,33
2025-09-05,Spell: Enforced Reverence,109,100
