2022-10-30,Spell: Abscond,2,100
2022-11-08,Spell: Acumen,23,50.7
2022-11-07,Spell: Aegis,10,97.5
2022-10-17,Spell: Aegis of Ro,1,50
2022-11-09,Spell: Aegolism,5,235
2022-11-08,Spell: Allure,11,754.5
2022-10-25,Spell: Animate Dead,12,41.2
2022-11-08,Spell: Arch Lich,25,730
2022-11-09,Spell: Asphyxiate,18,555.6
2022-11-08,Spell: Augment,38,277.5
2022-11-04,Spell: Augmentation of Death,13,1307.7
2022-10-30,Spell: Avatar,2,950
2022-11-08,Spell: Bandoleer of Luclin,25,42.4
2022-11-04,Spell: Bane of Nife,2,12500
2022-11-04,Spell: Banishment of Shadows,3,320
2022-10-11,Spell: Banshee Aura,1,20
2022-11-09,Spell: Bedlam,8,10000
2022-10-28,Spell: Berserker Strength,2,10
2022-11-04,Spell: Blanket of Forgetfulness,6,266.7
2022-11-07,Spell: Blast of Poison,28,58
2022-11-09,Spell: Blizzard,15,40.3
2022-11-07,Spell: Bond of Death,8,500
2022-11-09,Spell: Bonds of Tunare,6,316.7
2022-11-07,Spell: Boon of Immolation,10,87.5
2022-11-07,Spell: Boon of the Garou,32,89.5
2022-11-09,Spell: Breath of Karana,37,275.5
2022-10-11,Spell: Breath of the Dead,1,15
2022-11-08,Spell: Cackling Bones,9,41.7
2022-11-08,Spell: Call of Bones,50,279.5
2022-11-09,Spell: Call of Earth,13,75
2022-11-08,Spell: Call of Fire,7,42.9
2022-11-06,Spell: Call of Karana,3,350
2022-11-09,Spell: Call of the Hero,92,7498.3
2022-10-31,Spell: Call of the Predator,6,46.7
2022-11-07,Spell: Cannibalize III,22,93.2
2022-11-08,Spell: Cannibalize IV,4,3425
2022-11-09,Spell: Celestial Healing,45,412.2
2022-11-06,Spell: Chill Bones,7,350
2022-11-01,Spell: Chilling Embrace,4,193.8
2022-11-09,Spell: Circle of Cobalt Scar,3,50
2022-11-05,Spell: Circle of Force,2,50
2022-11-08,Spell: Circle of Summer,33,253.8
2022-10-28,Spell: Circle of Wakening Lands,10,77
2022-11-07,Spell: Circle of Winter,15,235.3
2022-11-08,Spell: Clarity II,7,1671.4
2022-11-08,Spell: Cobalt Scar Portal,1,50
2022-11-06,Spell: Color Shift,13,21.9
2022-11-06,Spell: Color Skew,23,64.8
2022-11-08,Spell: Color Slant,10,205
2022-11-05,Spell: Column of Lightning,7,21.4
2022-11-09,Spell: Conjuration: Air,28,403.6
2022-11-09,Spell: Conjuration: Earth,28,525
2022-11-09,Spell: Conjuration: Water,29,562.1
2022-11-09,Spell: Conjure Corpse,21,227.4
