2023-03-29,Spell: Aegolism,1526,151
2023-03-29,Spell: Boon of Immolation,305,83
2023-03-29,Spell: Boon of the Garou,394,130
2023-03-29,Spell: Call of the Hero,3352,3019
2023-03-28,Spell: Cannibalize III,491,95
2023-03-29,Spell: Cannibalize IV,1233,2087
2023-03-29,Spell: Cripple,139,160
2023-03-29,Spell: Death Peace,1068,52
2023-03-29,Spell: Elemental Maelstrom,968,63
2023-03-29,Spell: Enticement of Flame,583,48
2023-03-29,Spell: Focus of Spirit,821,164
2023-03-28,Spell: Form of the Great Bear,447,840
2023-03-28,Spell: Improved Superior Camo,57,377
2023-03-28,Spell: Lesser Conjuration: Earth,244,263
2023-02-21,Spell: Life Leech,0,0
2023-03-28,Spell: Minion of Shadows,269,1247
2023-03-26,Spell: Scintillation,33,95
2023-03-28,Spell: Spirit of Scale,298,106
2023-03-29,Spell: Talisman of Jasinth,447,92
2023-03-28,Spell: Thrall of Bones,302,181
2023-03-29,Spell: Turning of the Unnatural,270,90
2023-03-29,Spell: Vocarate: Air,344,88
2023-03-29,Spell: Vocarate: Fire,327,55
